rev1,rev2,rev3,rev4,rev5,rev6,rev7,rev8,rev9,rev10,rev11,rev12,rev13,rev14,rev15,rev16,rev17,rev18
0.0036773981992155313,-19.996707916259766,99.99713897705078,0.0010031634010374546,20.002927780151367,-100.00381469726562,-0.002784406067803502,-19.996227264404297,100.0008773803711,0.0014946633018553257,20.00542449951172,-100.0011215209961,0.0034982385113835335,-19.996183395385742,99.99536895751953,-0.005510717164725065,20.00560760498047,-100.00125122070312
0.0036773981992155313,-19.996707916259766,99.99713897705078,0.0010031634010374546,20.002927780151367,-100.00381469726562,-0.002784406067803502,-19.996227264404297,100.0008773803711,0.0014946633018553257,20.00542449951172,-100.0011215209961,0.0034982385113835335,-19.996183395385742,99.99536895751953,-0.005510717164725065,20.00560760498047,-100.00125122070312
0.0036773981992155313,-19.996707916259766,99.99713897705078,0.0010031634010374546,20.002927780151367,-100.00381469726562,-0.002784406067803502,-19.996227264404297,100.0008773803711,0.0014946633018553257,20.00542449951172,-100.0011215209961,0.0034982385113835335,-19.996183395385742,99.99536895751953,-0.005510717164725065,20.00560760498047,-100.00125122070312
0.0037689958699047565,-20.00002098083496,99.99958038330078,0.0010031634010374546,20.002927780151367,-100.00381469726562,-0.002784406067803502,-19.996227264404297,100.0008773803711,0.0014946633018553257,20.00542449951172,-100.0011215209961,0.0034982385113835335,-19.996183395385742,99.99536895751953,-0.005510717164725065,20.00560760498047,-100.00125122070312
0.31832078099250793,-31.46445655822754,108.12747955322266,0.0010031634010374546,20.002927780151367,-100.00381469726562,-0.002784406067803502,-19.996227264404297,100.0008773803711,0.0014946633018553257,20.00542449951172,-100.0011215209961,0.0034982385113835335,-19.996183395385742,99.99536895751953,-0.005510717164725065,20.00560760498047,-100.00125122070312
0.6227335929870605,-42.92387390136719,115.02485656738281,0.0010031634010374546,20.002927780151367,-100.00381469726562,-0.002784406067803502,-19.996227264404297,100.0008773803711,0.0014946633018553257,20.00542449951172,-100.0011215209961,0.0034982385113835335,-19.996183395385742,99.99536895751953,-0.005510717164725065,20.00560760498047,-100.00125122070312
0.8986078500747681,-53.5745849609375,120.38605499267578,0.0010031634010374546,20.002927780151367,-100.00381469726562,-0.002784406067803502,-19.996227264404297,100.0008773803711,0.0014946633018553257,20.00542449951172,-100.0011215209961,0.0034982385113835335,-19.996183395385742,99.99536895751953,-0.005510717164725065,20.00560760498047,-100.00125122070312
1.2667582035064697,-62.21371078491211,123.83448791503906,0.0010031634010374546,20.002927780151367,-100.00381469726562,-0.002784406067803502,-19.996227264404297,100.0008773803711,0.0014946633018553257,20.00542449951172,-100.0011215209961,0.0034982385113835335,-19.996183395385742,99.99536895751953,-0.005510717164725065,20.00560760498047,-100.00125122070312
1.6074682474136353,-68.58055114746094,125.81570434570312,0.0010031634010374546,20.002927780151367,-100.00381469726562,-0.002784406067803502,-19.996227264404297,100.0008773803711,0.0014946633018553257,20.00542449951172,-100.0011215209961,0.0034982385113835335,-19.996183395385742,99.99536895751953,-0.005510717164725065,20.00560760498047,-100.00125122070312
1.7852028608322144,-71.80674743652344,126.60555267333984,0.0010031634010374546,20.002927780151367,-100.00381469726562,-0.002784406067803502,-19.996227264404297,100.0008773803711,0.0014946633018553257,20.00542449951172,-100.0011215209961,0.0034982385113835335,-19.996183395385742,99.99536895751953,-0.005510717164725065,20.00560760498047,-100.00125122070312
2.021143674850464,-74.22238159179688,127.02534484863281,0.0010031634010374546,20.002927780151367,-100.00381469726562,-0.002784406067803502,-19.996227264404297,100.0008773803711,0.0014946633018553257,20.00542449951172,-100.0011215209961,0.0034982385113835335,-19.996183395385742,99.99536895751953,-0.005510717164725065,20.00560760498047,-100.00125122070312
2.5364458560943604,-73.34605407714844,125.9122543334961,0.0010031634010374546,20.002927780151367,-100.00381469726562,-0.002784406067803502,-19.996227264404297,100.0008773803711,0.0014946633018553257,20.00542449951172,-100.0011215209961,0.0034982385113835335,-19.996183395385742,99.99536895751953,-0.005510717164725065,20.00560760498047,-100.00125122070312
